Words,Features,# of words in microsoft,# of unique words in all documents,Condition prob of given word in microsoft
sleek,0,3242,2844,0.000164312
superb,0,3242,2844,0.000164312
desire,0,3242,2844,0.000164312
Yummy,0,3242,2844,0.000164312
refer,1,3242,2844,0.000328623
prime,1,3242,2844,0.000328623
await,0,3242,2844,0.000164312
searche,0,3242,2844,0.000164312
debt,0,3242,2844,0.000164312
fallen,0,3242,2844,0.000164312
five,0,3242,2844,0.000164312
photography,0,3242,2844,0.000164312
biggest,1,3242,2844,0.000328623
threat,0,3242,2844,0.000164312
king,2,3242,2844,0.000492935
readable,0,3242,2844,0.000164312
emphasi,0,3242,2844,0.000164312
wallet,0,3242,2844,0.000164312
effect,1,3242,2844,0.000328623
efficient,0,3242,2844,0.000164312
browse,0,3242,2844,0.000164312
infinite,0,3242,2844,0.000164312
bookcase,0,3242,2844,0.000164312
difficult,0,3242,2844,0.000164312
benefit,0,3242,2844,0.000164312
bully,0,3242,2844,0.000164312
hangout,0,3242,2844,0.000164312
icecream,0,3242,2844,0.000164312
salmonella,0,3242,2844,0.000164312
hotspot,0,3242,2844,0.000164312
orbital,0,3242,2844,0.000164312
laser,0,3242,2844,0.000164312
wooden,0,3242,2844,0.000164312
deliciou,0,3242,2844,0.000164312
ditch,0,3242,2844,0.000164312
launche,1,3242,2844,0.000328623
closely,0,3242,2844,0.000164312
collaborate,0,3242,2844,0.000164312
pleas,0,3242,2844,0.000164312
press,0,3242,2844,0.000164312
conference,5,3242,2844,0.000985869
slick,0,3242,2844,0.000164312
college,1,3242,2844,0.000328623
scream,0,3242,2844,0.000164312
changer,0,3242,2844,0.000164312
ahead,3,3242,2844,0.000657246
reveal,2,3242,2844,0.000492935
closer,2,3242,2844,0.000492935
face,0,3242,2844,0.000164312
pleasure,0,3242,2844,0.000164312
fantastic,0,3242,2844,0.000164312
globe,0,3242,2844,0.000164312
probably,0,3242,2844,0.000164312
hookup,0,3242,2844,0.000164312
teas,0,3242,2844,0.000164312
accompany,0,3242,2844,0.000164312
usual,0,3242,2844,0.000164312
neat,1,3242,2844,0.000328623
frame,0,3242,2844,0.000164312
generator,0,3242,2844,0.000164312
prettier,0,3242,2844,0.000164312
introduc,0,3242,2844,0.000164312
inside,1,3242,2844,0.000328623
beneficial,0,3242,2844,0.000164312
tool,10,3242,2844,0.001807427
doc,2,3242,2844,0.000492935
particularly,0,3242,2844,0.000164312
theme,0,3242,2844,0.000164312
sentence,0,3242,2844,0.000164312
rite,1,3242,2844,0.000328623
accord,3,3242,2844,0.000657246
beam,1,3242,2844,0.000328623
alright,0,3242,2844,0.000164312
decision,0,3242,2844,0.000164312
ugly,0,3242,2844,0.000164312
taste,2,3242,2844,0.000492935
blog,9,3242,2844,0.001643115
outdate,0,3242,2844,0.000164312
instant,0,3242,2844,0.000164312
raise,0,3242,2844,0.000164312
detection,0,3242,2844,0.000164312
essential,1,3242,2844,0.000328623
crave,0,3242,2844,0.000164312
adopt,1,3242,2844,0.000328623
philosophy,0,3242,2844,0.000164312
polish,0,3242,2844,0.000164312
port,0,3242,2844,0.000164312
catchy,0,3242,2844,0.000164312
advertisement,0,3242,2844,0.000164312
carry,0,3242,2844,0.000164312
november,2,3242,2844,0.000492935
pant,0,3242,2844,0.000164312
literally,0,3242,2844,0.000164312
blown,2,3242,2844,0.000492935
combination,0,3242,2844,0.000164312
introduction,0,3242,2844,0.000164312
party,3,3242,2844,0.000657246
regular,0,3242,2844,0.000164312
interval,0,3242,2844,0.000164312
real,0,3242,2844,0.000164312
executive,2,3242,2844,0.000492935
capabiliti,0,3242,2844,0.000164312
select,0,3242,2844,0.000164312
transfer,0,3242,2844,0.000164312
dig,0,3242,2844,0.000164312
quick,2,3242,2844,0.000492935
politely,0,3242,2844,0.000164312
goodbye,0,3242,2844,0.000164312
taught,0,3242,2844,0.000164312
decent,0,3242,2844,0.000164312
positive,0,3242,2844,0.000164312
directly,2,3242,2844,0.000492935
layout,0,3242,2844,0.000164312
aggregate,0,3242,2844,0.000164312
source,3,3242,2844,0.000657246
spiral,0,3242,2844,0.000164312
inbuilt,0,3242,2844,0.000164312
panoramic,0,3242,2844,0.000164312
panorama,1,3242,2844,0.000328623
tasty,0,3242,2844,0.000164312
toy,0,3242,2844,0.000164312
gallery,0,3242,2844,0.000164312
shutter,0,3242,2844,0.000164312
insane,0,3242,2844,0.000164312
thumb,0,3242,2844,0.000164312
edit,0,3242,2844,0.000164312
three,0,3242,2844,0.000164312
score,0,3242,2844,0.000164312
along,1,3242,2844,0.000328623
delay,0,3242,2844,0.000164312
watchdog,0,3242,2844,0.000164312
study,2,3242,2844,0.000492935
guide,0,3242,2844,0.000164312
display,1,3242,2844,0.000328623
peanut,0,3242,2844,0.000164312
neither,0,3242,2844,0.000164312
pea,0,3242,2844,0.000164312
discuss,1,3242,2844,0.000328623
retard,0,3242,2844,0.000164312
planet,1,3242,2844,0.000328623
pinch,0,3242,2844,0.000164312
zoom,0,3242,2844,0.000164312
superior,0,3242,2844,0.000164312
bookmark,0,3242,2844,0.000164312
redesign,0,3242,2844,0.000164312
conversation,0,3242,2844,0.000164312
automatically,1,3242,2844,0.000328623
doorstep,0,3242,2844,0.000164312
excellent,1,3242,2844,0.000328623
commercial,1,3242,2844,0.000328623
announcement,0,3242,2844,0.000164312
dictation,0,3242,2844,0.000164312
smooth,0,3242,2844,0.000164312
responsive,0,3242,2844,0.000164312
widget,0,3242,2844,0.000164312
navigation,0,3242,2844,0.000164312
built,0,3242,2844,0.000164312
stack,0,3242,2844,0.000164312
richer,0,3242,2844,0.000164312
wallpaper,0,3242,2844,0.000164312
curiou,0,3242,2844,0.000164312
highlight,0,3242,2844,0.000164312
mull,0,3242,2844,0.000164312
shore,0,3242,2844,0.000164312
bout,0,3242,2844,0.000164312
accessibility,1,3242,2844,0.000328623
dump,0,3242,2844,0.000164312
ton,0,3242,2844,0.000164312
spam,0,3242,2844,0.000164312
awkward,0,3242,2844,0.000164312
load,1,3242,2844,0.000328623
blackout,0,3242,2844,0.000164312
threaten,0,3242,2844,0.000164312
august,0,3242,2844,0.000164312
uphill,0,3242,2844,0.000164312
parker,0,3242,2844,0.000164312
lecture,0,3242,2844,0.000164312
economic,0,3242,2844,0.000164312
hypocritical,0,3242,2844,0.000164312
melt,0,3242,2844,0.000164312
letdown,0,3242,2844,0.000164312
introduce,2,3242,2844,0.000492935
singaporean,0,3242,2844,0.000164312
facial,0,3242,2844,0.000164312
demo,0,3242,2844,0.000164312
goof,0,3242,2844,0.000164312
interference,0,3242,2844,0.000164312
headache,0,3242,2844,0.000164312
visigoth,0,3242,2844,0.000164312
froze,0,3242,2844,0.000164312
new,7,3242,2844,0.001314492
laughable,0,3242,2844,0.000164312
encrypt,0,3242,2844,0.000164312
maximize,0,3242,2844,0.000164312
collection,0,3242,2844,0.000164312
background,0,3242,2844,0.000164312
horrible,0,3242,2844,0.000164312
stream,2,3242,2844,0.000492935
code,2,3242,2844,0.000492935
skill,0,3242,2844,0.000164312
perform,0,3242,2844,0.000164312
date,0,3242,2844,0.000164312
impact,3,3242,2844,0.000657246
illustrate,0,3242,2844,0.000164312
peril,0,3242,2844,0.000164312
demonstration,0,3242,2844,0.000164312
admirably,0,3242,2844,0.000164312
revolution,0,3242,2844,0.000164312
stalk,0,3242,2844,0.000164312
performance,2,3242,2844,0.000492935
leave,1,3242,2844,0.000328623
fold,0,3242,2844,0.000164312
beat,0,3242,2844,0.000164312
iteration,0,3242,2844,0.000164312
several,0,3242,2844,0.000164312
revamp,2,3242,2844,0.000492935
compete,0,3242,2844,0.000164312
pittsburgh,0,3242,2844,0.000164312
recruit,1,3242,2844,0.000328623
hands-on,0,3242,2844,0.000164312
latest,4,3242,2844,0.000821558
theater,0,3242,2844,0.000164312
dubai,1,3242,2844,0.000328623
unwrap,0,3242,2844,0.000164312
vagina,0,3242,2844,0.000164312
encryption,0,3242,2844,0.000164312
menu,0,3242,2844,0.000164312
butt,0,3242,2844,0.000164312
unite,0,3242,2844,0.000164312
republish,0,3242,2844,0.000164312
index,0,3242,2844,0.000164312
perk,0,3242,2844,0.000164312
empire,0,3242,2844,0.000164312
avenue,0,3242,2844,0.000164312
outbound,0,3242,2844,0.000164312
rede,0,3242,2844,0.000164312
understand,1,3242,2844,0.000328623
flight,0,3242,2844,0.000164312
travel,0,3242,2844,0.000164312
downward,0,3242,2844,0.000164312
novelty,0,3242,2844,0.000164312
important,2,3242,2844,0.000492935
density,0,3242,2844,0.000164312
real-time,0,3242,2844,0.000164312
collaboration,0,3242,2844,0.000164312
transition,0,3242,2844,0.000164312
joke,0,3242,2844,0.000164312
slogan,0,3242,2844,0.000164312
industry,1,3242,2844,0.000328623
witness,0,3242,2844,0.000164312
astound,0,3242,2844,0.000164312
seal,0,3242,2844,0.000164312
supreme,0,3242,2844,0.000164312
console,2,3242,2844,0.000492935
traditional,0,3242,2844,0.000164312
secure,3,3242,2844,0.000657246
queri,0,3242,2844,0.000164312
track,0,3242,2844,0.000164312
land,0,3242,2844,0.000164312
conversion,0,3242,2844,0.000164312
cap,0,3242,2844,0.000164312
commodity,0,3242,2844,0.000164312
advertiser,0,3242,2844,0.000164312
arrive,1,3242,2844,0.000328623
curve,0,3242,2844,0.000164312
rival,0,3242,2844,0.000164312
url,0,3242,2844,0.000164312
webmaster,0,3242,2844,0.000164312
chicago,0,3242,2844,0.000164312
recap,0,3242,2844,0.000164312
host,1,3242,2844,0.000328623
africa,1,3242,2844,0.000328623
political,0,3242,2844,0.000164312
revue,0,3242,2844,0.000164312
companion,0,3242,2844,0.000164312
controller,0,3242,2844,0.000164312
announce,3,3242,2844,0.000657246
payment,0,3242,2844,0.000164312
environment,1,3242,2844,0.000328623
solar,0,3242,2844,0.000164312
plant,0,3242,2844,0.000164312
block,0,3242,2844,0.000164312
receive,0,3242,2844,0.000164312
juice,0,3242,2844,0.000164312
run-down,0,3242,2844,0.000164312
tip,8,3242,2844,0.001478804
crawl,0,3242,2844,0.000164312
creep,0,3242,2844,0.000164312
wake,0,3242,2844,0.000164312
honeycomb,0,3242,2844,0.000164312
gingerbread,0,3242,2844,0.000164312
referral,0,3242,2844,0.000164312
hack,7,3242,2844,0.001314492
wisely,0,3242,2844,0.000164312
sheet,0,3242,2844,0.000164312
xma,0,3242,2844,0.000164312
confirm,2,3242,2844,0.000492935
enhancement,0,3242,2844,0.000164312
texa,0,3242,2844,0.000164312
instrument,0,3242,2844,0.000164312
core,0,3242,2844,0.000164312
newer,0,3242,2844,0.000164312
processor,0,3242,2844,0.000164312
competition,1,3242,2844,0.000328623
venture,0,3242,2844,0.000164312
rumor,0,3242,2844,0.000164312
asap,0,3242,2844,0.000164312
application,5,3242,2844,0.000985869
overview,1,3242,2844,0.000328623
acceleration,0,3242,2844,0.000164312
telecom,0,3242,2844,0.000164312
pure,0,3242,2844,0.000164312
society,0,3242,2844,0.000164312
empowerment,0,3242,2844,0.000164312
lightly,0,3242,2844,0.000164312
determine,0,3242,2844,0.000164312
firm,0,3242,2844,0.000164312
investment,1,3242,2844,0.000328623
solely,0,3242,2844,0.000164312
spencer,0,3242,2844,0.000164312
restrict,0,3242,2844,0.000164312
engine,1,3242,2844,0.000328623
cach,0,3242,2844,0.000164312
retailer,0,3242,2844,0.000164312
jump,1,3242,2844,0.000328623
promotion,1,3242,2844,0.000328623
fortunately,0,3242,2844,0.000164312
sadly,0,3242,2844,0.000164312
copi,0,3242,2844,0.000164312
captain,0,3242,2844,0.000164312
movie,0,3242,2844,0.000164312
intro,0,3242,2844,0.000164312
destination,0,3242,2844,0.000164312
rant,0,3242,2844,0.000164312
pathetic,0,3242,2844,0.000164312
afterthought,0,3242,2844,0.000164312
suite,1,3242,2844,0.000328623
variety,0,3242,2844,0.000164312
way,0,3242,2844,0.000164312
engineer,0,3242,2844,0.000164312
intend,0,3242,2844,0.000164312
become,1,3242,2844,0.000328623
famou,0,3242,2844,0.000164312
criticize,0,3242,2844,0.000164312
trounc,0,3242,2844,0.000164312
discover,0,3242,2844,0.000164312
critical,1,3242,2844,0.000328623
information,4,3242,2844,0.000821558
belong,1,3242,2844,0.000328623
digitally,0,3242,2844,0.000164312
underly,0,3242,2844,0.000164312
eatable,0,3242,2844,0.000164312
eclair,0,3242,2844,0.000164312
reshape,0,3242,2844,0.000164312
feat,0,3242,2844,0.000164312
freestyle,0,3242,2844,0.000164312
manhole,0,3242,2844,0.000164312
round,0,3242,2844,0.000164312
china,1,3242,2844,0.000328623
googl,0,3242,2844,0.000164312
women,0,3242,2844,0.000164312
resemble,1,3242,2844,0.000328623
momma,0,3242,2844,0.000164312
fellow,2,3242,2844,0.000492935
michigander,0,3242,2844,0.000164312
michigan,0,3242,2844,0.000164312
circle,2,3242,2844,0.000492935
hacker,0,3242,2844,0.000164312
marketer,1,3242,2844,0.000328623
division,0,3242,2844,0.000164312
development,6,3242,2844,0.001150181
spring,1,3242,2844,0.000328623
drink,0,3242,2844,0.000164312
barometer,0,3242,2844,0.000164312
bunny,0,3242,2844,0.000164312
watson,0,3242,2844,0.000164312
unlike,0,3242,2844,0.000164312
repli,0,3242,2844,0.000164312
thread,0,3242,2844,0.000164312
weaken,0,3242,2844,0.000164312
undoubtedly,0,3242,2844,0.000164312
tough,0,3242,2844,0.000164312
demon,0,3242,2844,0.000164312
cast,0,3242,2844,0.000164312
wide,0,3242,2844,0.000164312
mike,0,3242,2844,0.000164312
smile,0,3242,2844,0.000164312
shout,0,3242,2844,0.000164312
universe,0,3242,2844,0.000164312
explod,0,3242,2844,0.000164312
advantage,0,3242,2844,0.000164312
profound,0,3242,2844,0.000164312
massive,0,3242,2844,0.000164312
nexuss,0,3242,2844,0.000164312
lazy,0,3242,2844,0.000164312
short,0,3242,2844,0.000164312
supply,0,3242,2844,0.000164312
roundup,0,3242,2844,0.000164312
snippet,0,3242,2844,0.000164312
prod,0,3242,2844,0.000164312
gadget,0,3242,2844,0.000164312
uncategorize,2,3242,2844,0.000492935
availability,0,3242,2844,0.000164312
peter,0,3242,2844,0.000164312
mango,15,3242,2844,0.002628985
emb,0,3242,2844,0.000164312
redirect,0,3242,2844,0.000164312
artisan,0,3242,2844,0.000164312
experiment,0,3242,2844,0.000164312
mouth,0,3242,2844,0.000164312
relive,0,3242,2844,0.000164312
rebuttal,0,3242,2844,0.000164312
bridge,0,3242,2844,0.000164312
pretend,1,3242,2844,0.000328623
steal,0,3242,2844,0.000164312
crew,0,3242,2844,0.000164312
coverage,0,3242,2844,0.000164312
health,0,3242,2844,0.000164312
dust,0,3242,2844,0.000164312
children,0,3242,2844,0.000164312
gun,0,3242,2844,0.000164312
parisian,0,3242,2844,0.000164312
debate,0,3242,2844,0.000164312
vote,1,3242,2844,0.000328623
somebody,0,3242,2844,0.000164312
imitation,1,3242,2844,0.000328623
flattery,0,3242,2844,0.000164312
junkyard,0,3242,2844,0.000164312
examine,0,3242,2844,0.000164312
bounce,1,3242,2844,0.000328623
lover,0,3242,2844,0.000164312
beate,3,3242,2844,0.000657246
village,0,3242,2844,0.000164312
intent,0,3242,2844,0.000164312
coupon,0,3242,2844,0.000164312
reward,2,3242,2844,0.000492935
despite,0,3242,2844,0.000164312
monumental,0,3242,2844,0.000164312
conspiracy,0,3242,2844,0.000164312
threw,0,3242,2844,0.000164312
pleasant,0,3242,2844,0.000164312
indee,1,3242,2844,0.000328623
laugh,0,3242,2844,0.000164312
tap,0,3242,2844,0.000164312
private,2,3242,2844,0.000492935
brows,0,3242,2844,0.000164312
eye,1,3242,2844,0.000328623
inspiration,1,3242,2844,0.000328623
duly,0,3242,2844,0.000164312
innovator,2,3242,2844,0.000492935
recent,0,3242,2844,0.000164312
position,0,3242,2844,0.000164312
amaze,0,3242,2844,0.000164312
freshen,0,3242,2844,0.000164312
buggy,0,3242,2844,0.000164312
bookworm,0,3242,2844,0.000164312
abstract,0,3242,2844,0.000164312
limitless,0,3242,2844,0.000164312
librari,0,3242,2844,0.000164312
bill,5,3242,2844,0.000985869
gross,0,3242,2844,0.000164312
develop,4,3242,2844,0.000821558
notch,0,3242,2844,0.000164312
backdrop,0,3242,2844,0.000164312
lot,2,3242,2844,0.000492935
resolution,1,3242,2844,0.000328623
maryland,0,3242,2844,0.000164312
mica,0,3242,2844,0.000164312
catch,0,3242,2844,0.000164312
recently,2,3242,2844,0.000492935
prep,0,3242,2844,0.000164312
unifi,1,3242,2844,0.000328623
europe,0,3242,2844,0.000164312
asia,0,3242,2844,0.000164312
hugo,0,3242,2844,0.000164312
buddi,0,3242,2844,0.000164312
cent,0,3242,2844,0.000164312
capture,0,3242,2844,0.000164312
continuou,0,3242,2844,0.000164312
lapse,0,3242,2844,0.000164312
glitch,0,3242,2844,0.000164312
beirut,0,3242,2844,0.000164312
tag,0,3242,2844,0.000164312
hipster,0,3242,2844,0.000164312
filter,0,3242,2844,0.000164312
irony,0,3242,2844,0.000164312
marketplace,0,3242,2844,0.000164312
preview,10,3242,2844,0.001807427
scale,1,3242,2844,0.000328623
guest,0,3242,2844,0.000164312
mostly,0,3242,2844,0.000164312
chinese,0,3242,2844,0.000164312
show-off,0,3242,2844,0.000164312
reverse,0,3242,2844,0.000164312
crime,0,3242,2844,0.000164312
wear,0,3242,2844,0.000164312
capability,0,3242,2844,0.000164312
measure,0,3242,2844,0.000164312
campaign,2,3242,2844,0.000492935
tagger,0,3242,2844,0.000164312
sticker,0,3242,2844,0.000164312
cheque,0,3242,2844,0.000164312
echelon,0,3242,2844,0.000164312
asian,0,3242,2844,0.000164312
rise,0,3242,2844,0.000164312
democrat,0,3242,2844,0.000164312
join,9,3242,2844,0.001643115
grey,0,3242,2844,0.000164312
chairman,0,3242,2844,0.000164312
greater,0,3242,2844,0.000164312
asset,0,3242,2844,0.000164312
heavy,0,3242,2844,0.000164312
park,0,3242,2844,0.000164312
summit,6,3242,2844,0.001150181
reflect,0,3242,2844,0.000164312
culture,0,3242,2844,0.000164312
poker,0,3242,2844,0.000164312
fight,1,3242,2844,0.000328623
university,2,3242,2844,0.000492935
propose,0,3242,2844,0.000164312
eyelid,0,3242,2844,0.000164312
twitche,0,3242,2844,0.000164312
passe,0,3242,2844,0.000164312
pour,0,3242,2844,0.000164312
singapore,0,3242,2844,0.000164312
pacific,2,3242,2844,0.000492935
region,0,3242,2844,0.000164312
parkway,0,3242,2844,0.000164312
novena,0,3242,2844,0.000164312
premier,0,3242,2844,0.000164312
healthcare,0,3242,2844,0.000164312
impatient,0,3242,2844,0.000164312
arriver,0,3242,2844,0.000164312
salisbury,0,3242,2844,0.000164312
tournament,0,3242,2844,0.000164312
fire,0,3242,2844,0.000164312
fringe,0,3242,2844,0.000164312
pulse,0,3242,2844,0.000164312
para,0,3242,2844,0.000164312
ringgit,0,3242,2844,0.000164312
european,0,3242,2844,0.000164312
currenci,0,3242,2844,0.000164312
strengthen,0,3242,2844,0.000164312
outweigh,0,3242,2844,0.000164312
higher,0,3242,2844,0.000164312
ey,0,3242,2844,0.000164312
thailand,0,3242,2844,0.000164312
factor,0,3242,2844,0.000164312
agency,1,3242,2844,0.000328623
originally,0,3242,2844,0.000164312
guardian,3,3242,2844,0.000657246
shop,0,3242,2844,0.000164312
strategi,0,3242,2844,0.000164312
pace,0,3242,2844,0.000164312
spain,0,3242,2844,0.000164312
downside,0,3242,2844,0.000164312
rumour,0,3242,2844,0.000164312
dive,0,3242,2844,0.000164312
bond,0,3242,2844,0.000164312
strait,0,3242,2844,0.000164312
wheat,0,3242,2844,0.000164312
monopoly,0,3242,2844,0.000164312
swap,0,3242,2844,0.000164312
compliance,0,3242,2844,0.000164312
leas,0,3242,2844,0.000164312
programme,0,3242,2844,0.000164312
rachel,0,3242,2844,0.000164312
specify,0,3242,2844,0.000164312
license,0,3242,2844,0.000164312
surfactant,0,3242,2844,0.000164312
sauce,0,3242,2844,0.000164312
tout,1,3242,2844,0.000328623
beau,0,3242,2844,0.000164312
panda,0,3242,2844,0.000164312
affect,0,3242,2844,0.000164312
rank,0,3242,2844,0.000164312
vendor,1,3242,2844,0.000328623
degree,0,3242,2844,0.000164312
format,3,3242,2844,0.000657246
annotate,0,3242,2844,0.000164312
bibliography,0,3242,2844,0.000164312
jew,0,3242,2844,0.000164312
jesu,0,3242,2844,0.000164312
hitler,0,3242,2844,0.000164312
lab,2,3242,2844,0.000492935
harvard,0,3242,2844,0.000164312
mindfulness,0,3242,2844,0.000164312
technique,0,3242,2844,0.000164312
jewel,0,3242,2844,0.000164312
swear,1,3242,2844,0.000328623
nada,0,3242,2844,0.000164312
dealt,0,3242,2844,0.000164312
method,0,3242,2844,0.000164312
profitable,0,3242,2844,0.000164312
duke,0,3242,2844,0.000164312
homeless,0,3242,2844,0.000164312
Youth,0,3242,2844,0.000164312
domestic,0,3242,2844,0.000164312
violence,0,3242,2844,0.000164312
newbi,0,3242,2844,0.000164312
river,0,3242,2844,0.000164312
waste,0,3242,2844,0.000164312
will,0,3242,2844,0.000164312
hail,0,3242,2844,0.000164312
encounter,0,3242,2844,0.000164312
agenda,0,3242,2844,0.000164312
funniest,0,3242,2844,0.000164312
sushi,0,3242,2844,0.000164312
lawyer,0,3242,2844,0.000164312
police,0,3242,2844,0.000164312
okay,0,3242,2844,0.000164312
feedback,0,3242,2844,0.000164312
settlement,0,3242,2844,0.000164312
plaintiff,0,3242,2844,0.000164312
role,1,3242,2844,0.000328623
insolvency,0,3242,2844,0.000164312
reconnaissance,0,3242,2844,0.000164312
caution,0,3242,2844,0.000164312
cyanogen,0,3242,2844,0.000164312
deep,0,3242,2844,0.000164312
participate,1,3242,2844,0.000328623
certification,2,3242,2844,0.000492935
spanish,3,3242,2844,0.000657246
medical,2,3242,2844,0.000492935
buffalo,1,3242,2844,0.000328623
pavilion,1,3242,2844,0.000328623
claw,1,3242,2844,0.000328623
relevance,2,3242,2844,0.000492935
rich,2,3242,2844,0.000492935
excel,9,3242,2844,0.001643115
productive,1,3242,2844,0.000328623
communication,2,3242,2844,0.000492935
underrate,1,3242,2844,0.000328623
dish,1,3242,2844,0.000328623
handset,1,3242,2844,0.000328623
explorer,3,3242,2844,0.000657246
eate,1,3242,2844,0.000328623
priceless,0,3242,2844,0.000164312
vancouver,2,3242,2844,0.000492935
evangelist,2,3242,2844,0.000492935
cash,2,3242,2844,0.000492935
coast,1,3242,2844,0.000328623
portland,1,3242,2844,0.000328623
safe,2,3242,2844,0.000492935
safety,2,3242,2844,0.000492935
technologi,1,3242,2844,0.000328623
encourage,1,3242,2844,0.000328623
career,2,3242,2844,0.000492935
enjoy,0,3242,2844,0.000164312
compell,1,3242,2844,0.000328623
self-service,1,3242,2844,0.000328623
registration,2,3242,2844,0.000492935
curate,4,3242,2844,0.000821558
greenwich,4,3242,2844,0.000821558
later,2,3242,2844,0.000492935
charity,1,3242,2844,0.000328623
philanthropy,1,3242,2844,0.000328623
scientist,9,3242,2844,0.001643115
extent,1,3242,2844,0.000328623
sponsor,1,3242,2844,0.000328623
delegate,1,3242,2844,0.000328623
validate,0,3242,2844,0.000164312
target,2,3242,2844,0.000492935
touchscreen,21,3242,2844,0.003614854
campu,1,3242,2844,0.000328623
mixer,1,3242,2844,0.000328623
science,6,3242,2844,0.001150181
fiction,2,3242,2844,0.000492935
playful,3,3242,2844,0.000657246
faculty,2,3242,2844,0.000492935
pois,2,3242,2844,0.000492935
action,2,3242,2844,0.000492935
contender,1,3242,2844,0.000328623
combine,1,3242,2844,0.000328623
interface,3,3242,2844,0.000657246
became,1,3242,2844,0.000328623
citizenship,1,3242,2844,0.000328623
member,1,3242,2844,0.000328623
border,1,3242,2844,0.000328623
utiliti,1,3242,2844,0.000328623
enterprise,10,3242,2844,0.001807427
scalability,7,3242,2844,0.001314492
unfair,1,3242,2844,0.000328623
assessment,1,3242,2844,0.000328623
sage,1,3242,2844,0.000328623
dynamic,6,3242,2844,0.001150181
opportuniti,1,3242,2844,0.000328623
tour,1,3242,2844,0.000328623
helsinki,1,3242,2844,0.000328623
finland,1,3242,2844,0.000328623
sugar-coate,1,3242,2844,0.000328623
blatant,1,3242,2844,0.000328623
propaganda,1,3242,2844,0.000328623
composite,1,3242,2844,0.000328623
individual,1,3242,2844,0.000328623
technological,2,3242,2844,0.000492935
futuristic,1,3242,2844,0.000328623
desir,1,3242,2844,0.000328623
provid,2,3242,2844,0.000492935
fund,2,3242,2844,0.000492935
sweatshop,1,3242,2844,0.000328623
gate,9,3242,2844,0.001643115
foundation,1,3242,2844,0.000328623
courtesy,1,3242,2844,0.000328623
inspir,1,3242,2844,0.000328623
surface,11,3242,2844,0.001971738
vulnerability,1,3242,2844,0.000328623
framework,2,3242,2844,0.000492935
eclips,10,3242,2844,0.001807427
violate,1,3242,2844,0.000328623
u.,3,3242,2844,0.000657246
law,2,3242,2844,0.000492935
netscape,1,3242,2844,0.000328623
victim,4,3242,2844,0.000821558
racketeer,3,3242,2844,0.000657246
outlaw,2,3242,2844,0.000492935
worker,1,3242,2844,0.000328623
chief,3,3242,2844,0.000657246
mole,3,3242,2844,0.000657246
messy,1,3242,2844,0.000328623
nightmare,1,3242,2844,0.000328623
creepy,1,3242,2844,0.000328623
enrage,1,3242,2844,0.000328623
produce,1,3242,2844,0.000328623
lobby,1,3242,2844,0.000328623
politician,1,3242,2844,0.000328623
acceptable,1,3242,2844,0.000328623
sit,1,3242,2844,0.000328623
compare,4,3242,2844,0.000821558
albatross,4,3242,2844,0.000821558
neck,4,3242,2844,0.000821558
happier,1,3242,2844,0.000328623
comp,1,3242,2844,0.000328623
discussion,3,3242,2844,0.000657246
grab,2,3242,2844,0.000492935
nearly,2,3242,2844,0.000492935
dine,2,3242,2844,0.000492935
lean,3,3242,2844,0.000657246
concept,3,3242,2844,0.000657246
corporation,1,3242,2844,0.000328623
difference,1,3242,2844,0.000328623
kick,1,3242,2844,0.000328623
alongside,2,3242,2844,0.000492935
colour,2,3242,2844,0.000492935
blew,1,3242,2844,0.000328623
water,2,3242,2844,0.000492935
interoperability,1,3242,2844,0.000328623
backward,2,3242,2844,0.000492935
compatibility,1,3242,2844,0.000328623
stephen,1,3242,2844,0.000328623
cesspit,1,3242,2844,0.000328623
extreme,2,3242,2844,0.000492935
avoid,1,3242,2844,0.000328623
negative,1,3242,2844,0.000328623
comment,2,3242,2844,0.000492935
distrust,0,3242,2844,0.000164312
angst,1,3242,2844,0.000328623
fixation,1,3242,2844,0.000328623
wave,1,3242,2844,0.000328623
bye-bye,1,3242,2844,0.000328623
preach,1,3242,2844,0.000328623
value,1,3242,2844,0.000328623
excuse,1,3242,2844,0.000328623
instantly,0,3242,2844,0.000164312
manually,1,3242,2844,0.000328623
unproductive,1,3242,2844,0.000328623
forc,1,3242,2844,0.000328623
enemi,1,3242,2844,0.000328623
pray,1,3242,2844,0.000328623
licens,3,3242,2844,0.000657246
baffle,1,3242,2844,0.000328623
moron,0,3242,2844,0.000164312
arrogance,3,3242,2844,0.000657246
compliment,1,3242,2844,0.000328623
obituari,1,3242,2844,0.000328623
riskiest,1,3242,2844,0.000328623
attribut,3,3242,2844,0.000657246
undergo,1,3242,2844,0.000328623
trial,1,3242,2844,0.000328623
alleg,1,3242,2844,0.000328623
practice,3,3242,2844,0.000657246
conclud,1,3242,2844,0.000328623
march,1,3242,2844,0.000328623
ultimate,2,3242,2844,0.000492935
catastrophe,1,3242,2844,0.000328623
plot,1,3242,2844,0.000328623
loathe,1,3242,2844,0.000328623
unable,1,3242,2844,0.000328623
german,1,3242,2844,0.000328623
federal,1,3242,2844,0.000328623
trojan,1,3242,2844,0.000328623
spy,1,3242,2844,0.000328623
exception,1,3242,2844,0.000328623
slack,1,3242,2844,0.000328623
mandarin,1,3242,2844,0.000328623
studi,1,3242,2844,0.000328623
cisco,3,3242,2844,0.000657246
