Words,Features,# of words in twitter,# of unique words in all documents,Condition prob of given word in twitter
sleek,0,2145,2844,0.000200441
superb,0,2145,2844,0.000200441
desire,0,2145,2844,0.000200441
Yummy,0,2145,2844,0.000200441
refer,0,2145,2844,0.000200441
prime,0,2145,2844,0.000200441
await,1,2145,2844,0.000400882
searche,0,2145,2844,0.000200441
debt,0,2145,2844,0.000200441
fallen,0,2145,2844,0.000200441
five,0,2145,2844,0.000200441
photography,0,2145,2844,0.000200441
biggest,1,2145,2844,0.000400882
threat,0,2145,2844,0.000200441
king,0,2145,2844,0.000200441
readable,0,2145,2844,0.000200441
emphasi,0,2145,2844,0.000200441
wallet,0,2145,2844,0.000200441
effect,0,2145,2844,0.000200441
efficient,0,2145,2844,0.000200441
browse,0,2145,2844,0.000200441
infinite,0,2145,2844,0.000200441
bookcase,0,2145,2844,0.000200441
difficult,1,2145,2844,0.000400882
benefit,0,2145,2844,0.000200441
bully,0,2145,2844,0.000200441
hangout,0,2145,2844,0.000200441
icecream,0,2145,2844,0.000200441
salmonella,0,2145,2844,0.000200441
hotspot,0,2145,2844,0.000200441
orbital,0,2145,2844,0.000200441
laser,0,2145,2844,0.000200441
wooden,0,2145,2844,0.000200441
deliciou,0,2145,2844,0.000200441
ditch,1,2145,2844,0.000400882
launche,0,2145,2844,0.000200441
closely,0,2145,2844,0.000200441
collaborate,0,2145,2844,0.000200441
pleas,0,2145,2844,0.000200441
press,0,2145,2844,0.000200441
conference,0,2145,2844,0.000200441
slick,0,2145,2844,0.000200441
college,0,2145,2844,0.000200441
scream,0,2145,2844,0.000200441
changer,0,2145,2844,0.000200441
ahead,0,2145,2844,0.000200441
reveal,1,2145,2844,0.000400882
closer,0,2145,2844,0.000200441
face,0,2145,2844,0.000200441
pleasure,1,2145,2844,0.000400882
fantastic,0,2145,2844,0.000200441
globe,0,2145,2844,0.000200441
probably,0,2145,2844,0.000200441
hookup,0,2145,2844,0.000200441
teas,0,2145,2844,0.000200441
accompany,0,2145,2844,0.000200441
usual,1,2145,2844,0.000400882
neat,0,2145,2844,0.000200441
frame,0,2145,2844,0.000200441
generator,0,2145,2844,0.000200441
prettier,0,2145,2844,0.000200441
introduc,1,2145,2844,0.000400882
inside,0,2145,2844,0.000200441
beneficial,0,2145,2844,0.000200441
tool,1,2145,2844,0.000400882
doc,0,2145,2844,0.000200441
particularly,0,2145,2844,0.000200441
theme,1,2145,2844,0.000400882
sentence,1,2145,2844,0.000400882
rite,0,2145,2844,0.000200441
accord,0,2145,2844,0.000200441
beam,0,2145,2844,0.000200441
alright,0,2145,2844,0.000200441
decision,0,2145,2844,0.000200441
ugly,0,2145,2844,0.000200441
taste,0,2145,2844,0.000200441
blog,3,2145,2844,0.000801764
outdate,0,2145,2844,0.000200441
instant,0,2145,2844,0.000200441
raise,0,2145,2844,0.000200441
detection,0,2145,2844,0.000200441
essential,0,2145,2844,0.000200441
crave,0,2145,2844,0.000200441
adopt,0,2145,2844,0.000200441
philosophy,0,2145,2844,0.000200441
polish,0,2145,2844,0.000200441
port,0,2145,2844,0.000200441
catchy,0,2145,2844,0.000200441
advertisement,1,2145,2844,0.000400882
carry,0,2145,2844,0.000200441
november,1,2145,2844,0.000400882
pant,0,2145,2844,0.000200441
literally,1,2145,2844,0.000400882
blown,0,2145,2844,0.000200441
combination,0,2145,2844,0.000200441
introduction,0,2145,2844,0.000200441
party,0,2145,2844,0.000200441
regular,0,2145,2844,0.000200441
interval,0,2145,2844,0.000200441
real,7,2145,2844,0.001603528
executive,0,2145,2844,0.000200441
capabiliti,0,2145,2844,0.000200441
select,0,2145,2844,0.000200441
transfer,0,2145,2844,0.000200441
dig,0,2145,2844,0.000200441
quick,0,2145,2844,0.000200441
politely,0,2145,2844,0.000200441
goodbye,0,2145,2844,0.000200441
taught,0,2145,2844,0.000200441
decent,0,2145,2844,0.000200441
positive,1,2145,2844,0.000400882
directly,1,2145,2844,0.000400882
layout,0,2145,2844,0.000200441
aggregate,0,2145,2844,0.000200441
source,0,2145,2844,0.000200441
spiral,0,2145,2844,0.000200441
inbuilt,0,2145,2844,0.000200441
panoramic,0,2145,2844,0.000200441
panorama,0,2145,2844,0.000200441
tasty,0,2145,2844,0.000200441
toy,0,2145,2844,0.000200441
gallery,0,2145,2844,0.000200441
shutter,0,2145,2844,0.000200441
insane,0,2145,2844,0.000200441
thumb,0,2145,2844,0.000200441
edit,0,2145,2844,0.000200441
three,1,2145,2844,0.000400882
score,0,2145,2844,0.000200441
along,0,2145,2844,0.000200441
delay,0,2145,2844,0.000200441
watchdog,0,2145,2844,0.000200441
study,2,2145,2844,0.000601323
guide,0,2145,2844,0.000200441
display,0,2145,2844,0.000200441
peanut,0,2145,2844,0.000200441
neither,0,2145,2844,0.000200441
pea,0,2145,2844,0.000200441
discuss,0,2145,2844,0.000200441
retard,0,2145,2844,0.000200441
planet,0,2145,2844,0.000200441
pinch,0,2145,2844,0.000200441
zoom,0,2145,2844,0.000200441
superior,0,2145,2844,0.000200441
bookmark,0,2145,2844,0.000200441
redesign,0,2145,2844,0.000200441
conversation,1,2145,2844,0.000400882
automatically,0,2145,2844,0.000200441
doorstep,0,2145,2844,0.000200441
excellent,0,2145,2844,0.000200441
commercial,0,2145,2844,0.000200441
announcement,0,2145,2844,0.000200441
dictation,0,2145,2844,0.000200441
smooth,0,2145,2844,0.000200441
responsive,0,2145,2844,0.000200441
widget,0,2145,2844,0.000200441
navigation,0,2145,2844,0.000200441
built,0,2145,2844,0.000200441
stack,0,2145,2844,0.000200441
richer,0,2145,2844,0.000200441
wallpaper,0,2145,2844,0.000200441
curiou,0,2145,2844,0.000200441
highlight,0,2145,2844,0.000200441
mull,0,2145,2844,0.000200441
shore,0,2145,2844,0.000200441
bout,2,2145,2844,0.000601323
accessibility,0,2145,2844,0.000200441
dump,0,2145,2844,0.000200441
ton,0,2145,2844,0.000200441
spam,2,2145,2844,0.000601323
awkward,0,2145,2844,0.000200441
load,1,2145,2844,0.000400882
blackout,0,2145,2844,0.000200441
threaten,0,2145,2844,0.000200441
august,0,2145,2844,0.000200441
uphill,0,2145,2844,0.000200441
parker,0,2145,2844,0.000200441
lecture,0,2145,2844,0.000200441
economic,0,2145,2844,0.000200441
hypocritical,0,2145,2844,0.000200441
melt,0,2145,2844,0.000200441
letdown,0,2145,2844,0.000200441
introduce,1,2145,2844,0.000400882
singaporean,0,2145,2844,0.000200441
facial,0,2145,2844,0.000200441
demo,0,2145,2844,0.000200441
goof,0,2145,2844,0.000200441
interference,0,2145,2844,0.000200441
headache,0,2145,2844,0.000200441
visigoth,0,2145,2844,0.000200441
froze,0,2145,2844,0.000200441
new,6,2145,2844,0.001403087
laughable,0,2145,2844,0.000200441
encrypt,0,2145,2844,0.000200441
maximize,0,2145,2844,0.000200441
collection,0,2145,2844,0.000200441
background,1,2145,2844,0.000400882
horrible,0,2145,2844,0.000200441
stream,1,2145,2844,0.000400882
code,0,2145,2844,0.000200441
skill,0,2145,2844,0.000200441
perform,0,2145,2844,0.000200441
date,1,2145,2844,0.000400882
impact,0,2145,2844,0.000200441
illustrate,0,2145,2844,0.000200441
peril,0,2145,2844,0.000200441
demonstration,0,2145,2844,0.000200441
admirably,0,2145,2844,0.000200441
revolution,0,2145,2844,0.000200441
stalk,0,2145,2844,0.000200441
performance,0,2145,2844,0.000200441
leave,1,2145,2844,0.000400882
fold,0,2145,2844,0.000200441
beat,4,2145,2844,0.001002205
iteration,0,2145,2844,0.000200441
several,0,2145,2844,0.000200441
revamp,0,2145,2844,0.000200441
compete,0,2145,2844,0.000200441
pittsburgh,5,2145,2844,0.001202646
recruit,1,2145,2844,0.000400882
hands-on,0,2145,2844,0.000200441
latest,1,2145,2844,0.000400882
theater,0,2145,2844,0.000200441
dubai,0,2145,2844,0.000200441
unwrap,0,2145,2844,0.000200441
vagina,0,2145,2844,0.000200441
encryption,0,2145,2844,0.000200441
menu,0,2145,2844,0.000200441
butt,0,2145,2844,0.000200441
unite,0,2145,2844,0.000200441
republish,0,2145,2844,0.000200441
index,0,2145,2844,0.000200441
perk,0,2145,2844,0.000200441
empire,0,2145,2844,0.000200441
avenue,0,2145,2844,0.000200441
outbound,0,2145,2844,0.000200441
rede,0,2145,2844,0.000200441
understand,0,2145,2844,0.000200441
flight,0,2145,2844,0.000200441
travel,0,2145,2844,0.000200441
downward,0,2145,2844,0.000200441
novelty,0,2145,2844,0.000200441
important,3,2145,2844,0.000801764
density,0,2145,2844,0.000200441
real-time,0,2145,2844,0.000200441
collaboration,0,2145,2844,0.000200441
transition,0,2145,2844,0.000200441
joke,0,2145,2844,0.000200441
slogan,0,2145,2844,0.000200441
industry,0,2145,2844,0.000200441
witness,0,2145,2844,0.000200441
astound,0,2145,2844,0.000200441
seal,0,2145,2844,0.000200441
supreme,0,2145,2844,0.000200441
console,0,2145,2844,0.000200441
traditional,0,2145,2844,0.000200441
secure,0,2145,2844,0.000200441
queri,0,2145,2844,0.000200441
track,0,2145,2844,0.000200441
land,1,2145,2844,0.000400882
conversion,0,2145,2844,0.000200441
cap,0,2145,2844,0.000200441
commodity,0,2145,2844,0.000200441
advertiser,0,2145,2844,0.000200441
arrive,0,2145,2844,0.000200441
curve,0,2145,2844,0.000200441
rival,0,2145,2844,0.000200441
url,0,2145,2844,0.000200441
webmaster,0,2145,2844,0.000200441
chicago,0,2145,2844,0.000200441
recap,0,2145,2844,0.000200441
host,0,2145,2844,0.000200441
africa,0,2145,2844,0.000200441
political,0,2145,2844,0.000200441
revue,0,2145,2844,0.000200441
companion,0,2145,2844,0.000200441
controller,0,2145,2844,0.000200441
announce,0,2145,2844,0.000200441
payment,0,2145,2844,0.000200441
environment,0,2145,2844,0.000200441
solar,0,2145,2844,0.000200441
plant,0,2145,2844,0.000200441
block,1,2145,2844,0.000400882
receive,0,2145,2844,0.000200441
juice,1,2145,2844,0.000400882
run-down,0,2145,2844,0.000200441
tip,0,2145,2844,0.000200441
crawl,0,2145,2844,0.000200441
creep,0,2145,2844,0.000200441
wake,1,2145,2844,0.000400882
honeycomb,0,2145,2844,0.000200441
gingerbread,0,2145,2844,0.000200441
referral,0,2145,2844,0.000200441
hack,1,2145,2844,0.000400882
wisely,0,2145,2844,0.000200441
sheet,1,2145,2844,0.000400882
xma,0,2145,2844,0.000200441
confirm,0,2145,2844,0.000200441
enhancement,0,2145,2844,0.000200441
texa,0,2145,2844,0.000200441
instrument,0,2145,2844,0.000200441
core,0,2145,2844,0.000200441
newer,0,2145,2844,0.000200441
processor,0,2145,2844,0.000200441
competition,1,2145,2844,0.000400882
venture,0,2145,2844,0.000200441
rumor,0,2145,2844,0.000200441
asap,0,2145,2844,0.000200441
application,0,2145,2844,0.000200441
overview,0,2145,2844,0.000200441
acceleration,0,2145,2844,0.000200441
telecom,0,2145,2844,0.000200441
pure,0,2145,2844,0.000200441
society,0,2145,2844,0.000200441
empowerment,0,2145,2844,0.000200441
lightly,0,2145,2844,0.000200441
determine,0,2145,2844,0.000200441
firm,0,2145,2844,0.000200441
investment,0,2145,2844,0.000200441
solely,0,2145,2844,0.000200441
spencer,0,2145,2844,0.000200441
restrict,0,2145,2844,0.000200441
engine,0,2145,2844,0.000200441
cach,0,2145,2844,0.000200441
retailer,0,2145,2844,0.000200441
jump,0,2145,2844,0.000200441
promotion,0,2145,2844,0.000200441
fortunately,0,2145,2844,0.000200441
sadly,0,2145,2844,0.000200441
copi,0,2145,2844,0.000200441
captain,0,2145,2844,0.000200441
movie,0,2145,2844,0.000200441
intro,0,2145,2844,0.000200441
destination,0,2145,2844,0.000200441
rant,0,2145,2844,0.000200441
pathetic,0,2145,2844,0.000200441
afterthought,0,2145,2844,0.000200441
suite,0,2145,2844,0.000200441
variety,0,2145,2844,0.000200441
way,3,2145,2844,0.000801764
engineer,0,2145,2844,0.000200441
intend,0,2145,2844,0.000200441
become,0,2145,2844,0.000200441
famou,1,2145,2844,0.000400882
criticize,0,2145,2844,0.000200441
trounc,0,2145,2844,0.000200441
discover,0,2145,2844,0.000200441
critical,0,2145,2844,0.000200441
information,0,2145,2844,0.000200441
belong,0,2145,2844,0.000200441
digitally,0,2145,2844,0.000200441
underly,0,2145,2844,0.000200441
eatable,0,2145,2844,0.000200441
eclair,0,2145,2844,0.000200441
reshape,0,2145,2844,0.000200441
feat,0,2145,2844,0.000200441
freestyle,0,2145,2844,0.000200441
manhole,0,2145,2844,0.000200441
round,1,2145,2844,0.000400882
china,0,2145,2844,0.000200441
googl,0,2145,2844,0.000200441
women,0,2145,2844,0.000200441
resemble,0,2145,2844,0.000200441
momma,0,2145,2844,0.000200441
fellow,0,2145,2844,0.000200441
michigander,0,2145,2844,0.000200441
michigan,0,2145,2844,0.000200441
circle,1,2145,2844,0.000400882
hacker,0,2145,2844,0.000200441
marketer,0,2145,2844,0.000200441
division,0,2145,2844,0.000200441
development,0,2145,2844,0.000200441
spring,0,2145,2844,0.000200441
drink,0,2145,2844,0.000200441
barometer,0,2145,2844,0.000200441
bunny,0,2145,2844,0.000200441
watson,0,2145,2844,0.000200441
unlike,1,2145,2844,0.000400882
repli,2,2145,2844,0.000601323
thread,0,2145,2844,0.000200441
weaken,0,2145,2844,0.000200441
undoubtedly,0,2145,2844,0.000200441
tough,0,2145,2844,0.000200441
demon,0,2145,2844,0.000200441
cast,0,2145,2844,0.000200441
wide,0,2145,2844,0.000200441
mike,0,2145,2844,0.000200441
smile,1,2145,2844,0.000400882
shout,1,2145,2844,0.000400882
universe,0,2145,2844,0.000200441
explod,0,2145,2844,0.000200441
advantage,0,2145,2844,0.000200441
profound,0,2145,2844,0.000200441
massive,0,2145,2844,0.000200441
nexuss,0,2145,2844,0.000200441
lazy,0,2145,2844,0.000200441
short,0,2145,2844,0.000200441
supply,0,2145,2844,0.000200441
roundup,0,2145,2844,0.000200441
snippet,0,2145,2844,0.000200441
prod,0,2145,2844,0.000200441
gadget,0,2145,2844,0.000200441
uncategorize,0,2145,2844,0.000200441
availability,0,2145,2844,0.000200441
peter,0,2145,2844,0.000200441
mango,0,2145,2844,0.000200441
emb,0,2145,2844,0.000200441
redirect,0,2145,2844,0.000200441
artisan,0,2145,2844,0.000200441
experiment,0,2145,2844,0.000200441
mouth,0,2145,2844,0.000200441
relive,0,2145,2844,0.000200441
rebuttal,0,2145,2844,0.000200441
bridge,0,2145,2844,0.000200441
pretend,0,2145,2844,0.000200441
steal,0,2145,2844,0.000200441
crew,0,2145,2844,0.000200441
coverage,1,2145,2844,0.000400882
health,0,2145,2844,0.000200441
dust,0,2145,2844,0.000200441
children,0,2145,2844,0.000200441
gun,0,2145,2844,0.000200441
parisian,0,2145,2844,0.000200441
debate,0,2145,2844,0.000200441
vote,0,2145,2844,0.000200441
somebody,4,2145,2844,0.001002205
imitation,0,2145,2844,0.000200441
flattery,0,2145,2844,0.000200441
junkyard,0,2145,2844,0.000200441
examine,0,2145,2844,0.000200441
bounce,0,2145,2844,0.000200441
lover,0,2145,2844,0.000200441
beate,0,2145,2844,0.000200441
village,0,2145,2844,0.000200441
intent,0,2145,2844,0.000200441
coupon,0,2145,2844,0.000200441
reward,0,2145,2844,0.000200441
despite,0,2145,2844,0.000200441
monumental,0,2145,2844,0.000200441
conspiracy,0,2145,2844,0.000200441
threw,0,2145,2844,0.000200441
pleasant,0,2145,2844,0.000200441
indee,0,2145,2844,0.000200441
laugh,0,2145,2844,0.000200441
tap,0,2145,2844,0.000200441
private,0,2145,2844,0.000200441
brows,0,2145,2844,0.000200441
eye,0,2145,2844,0.000200441
inspiration,0,2145,2844,0.000200441
duly,0,2145,2844,0.000200441
innovator,0,2145,2844,0.000200441
recent,1,2145,2844,0.000400882
position,0,2145,2844,0.000200441
amaze,0,2145,2844,0.000200441
freshen,0,2145,2844,0.000200441
buggy,0,2145,2844,0.000200441
bookworm,0,2145,2844,0.000200441
abstract,0,2145,2844,0.000200441
limitless,0,2145,2844,0.000200441
librari,0,2145,2844,0.000200441
bill,0,2145,2844,0.000200441
gross,0,2145,2844,0.000200441
develop,0,2145,2844,0.000200441
notch,0,2145,2844,0.000200441
backdrop,0,2145,2844,0.000200441
lot,0,2145,2844,0.000200441
resolution,0,2145,2844,0.000200441
maryland,0,2145,2844,0.000200441
mica,0,2145,2844,0.000200441
catch,1,2145,2844,0.000400882
recently,0,2145,2844,0.000200441
prep,0,2145,2844,0.000200441
unifi,0,2145,2844,0.000200441
europe,0,2145,2844,0.000200441
asia,0,2145,2844,0.000200441
hugo,0,2145,2844,0.000200441
buddi,0,2145,2844,0.000200441
cent,0,2145,2844,0.000200441
capture,0,2145,2844,0.000200441
continuou,0,2145,2844,0.000200441
lapse,0,2145,2844,0.000200441
glitch,0,2145,2844,0.000200441
beirut,0,2145,2844,0.000200441
tag,1,2145,2844,0.000400882
hipster,0,2145,2844,0.000200441
filter,0,2145,2844,0.000200441
irony,0,2145,2844,0.000200441
marketplace,0,2145,2844,0.000200441
preview,0,2145,2844,0.000200441
scale,0,2145,2844,0.000200441
guest,0,2145,2844,0.000200441
mostly,0,2145,2844,0.000200441
chinese,0,2145,2844,0.000200441
show-off,0,2145,2844,0.000200441
reverse,0,2145,2844,0.000200441
crime,0,2145,2844,0.000200441
wear,0,2145,2844,0.000200441
capability,0,2145,2844,0.000200441
measure,0,2145,2844,0.000200441
campaign,0,2145,2844,0.000200441
tagger,0,2145,2844,0.000200441
sticker,0,2145,2844,0.000200441
cheque,0,2145,2844,0.000200441
echelon,0,2145,2844,0.000200441
asian,0,2145,2844,0.000200441
rise,0,2145,2844,0.000200441
democrat,0,2145,2844,0.000200441
join,3,2145,2844,0.000801764
grey,0,2145,2844,0.000200441
chairman,0,2145,2844,0.000200441
greater,1,2145,2844,0.000400882
asset,0,2145,2844,0.000200441
heavy,0,2145,2844,0.000200441
park,0,2145,2844,0.000200441
summit,0,2145,2844,0.000200441
reflect,0,2145,2844,0.000200441
culture,0,2145,2844,0.000200441
poker,0,2145,2844,0.000200441
fight,0,2145,2844,0.000200441
university,1,2145,2844,0.000400882
propose,0,2145,2844,0.000200441
eyelid,0,2145,2844,0.000200441
twitche,0,2145,2844,0.000200441
passe,0,2145,2844,0.000200441
pour,0,2145,2844,0.000200441
singapore,0,2145,2844,0.000200441
pacific,0,2145,2844,0.000200441
region,0,2145,2844,0.000200441
parkway,0,2145,2844,0.000200441
novena,0,2145,2844,0.000200441
premier,0,2145,2844,0.000200441
healthcare,0,2145,2844,0.000200441
impatient,0,2145,2844,0.000200441
arriver,0,2145,2844,0.000200441
salisbury,0,2145,2844,0.000200441
tournament,0,2145,2844,0.000200441
fire,0,2145,2844,0.000200441
fringe,0,2145,2844,0.000200441
pulse,0,2145,2844,0.000200441
para,0,2145,2844,0.000200441
ringgit,0,2145,2844,0.000200441
european,0,2145,2844,0.000200441
currenci,0,2145,2844,0.000200441
strengthen,0,2145,2844,0.000200441
outweigh,0,2145,2844,0.000200441
higher,0,2145,2844,0.000200441
ey,0,2145,2844,0.000200441
thailand,0,2145,2844,0.000200441
factor,0,2145,2844,0.000200441
agency,0,2145,2844,0.000200441
originally,0,2145,2844,0.000200441
guardian,0,2145,2844,0.000200441
shop,0,2145,2844,0.000200441
strategi,0,2145,2844,0.000200441
pace,0,2145,2844,0.000200441
spain,0,2145,2844,0.000200441
downside,0,2145,2844,0.000200441
rumour,0,2145,2844,0.000200441
dive,0,2145,2844,0.000200441
bond,0,2145,2844,0.000200441
strait,0,2145,2844,0.000200441
wheat,0,2145,2844,0.000200441
monopoly,0,2145,2844,0.000200441
swap,0,2145,2844,0.000200441
compliance,0,2145,2844,0.000200441
leas,0,2145,2844,0.000200441
programme,0,2145,2844,0.000200441
rachel,0,2145,2844,0.000200441
specify,0,2145,2844,0.000200441
license,0,2145,2844,0.000200441
surfactant,0,2145,2844,0.000200441
sauce,0,2145,2844,0.000200441
tout,0,2145,2844,0.000200441
beau,0,2145,2844,0.000200441
panda,0,2145,2844,0.000200441
affect,2,2145,2844,0.000601323
rank,0,2145,2844,0.000200441
vendor,0,2145,2844,0.000200441
degree,0,2145,2844,0.000200441
format,0,2145,2844,0.000200441
annotate,0,2145,2844,0.000200441
bibliography,0,2145,2844,0.000200441
jew,0,2145,2844,0.000200441
jesu,2,2145,2844,0.000601323
hitler,0,2145,2844,0.000200441
lab,0,2145,2844,0.000200441
harvard,0,2145,2844,0.000200441
mindfulness,0,2145,2844,0.000200441
technique,0,2145,2844,0.000200441
jewel,0,2145,2844,0.000200441
swear,0,2145,2844,0.000200441
nada,0,2145,2844,0.000200441
dealt,0,2145,2844,0.000200441
method,0,2145,2844,0.000200441
profitable,0,2145,2844,0.000200441
duke,0,2145,2844,0.000200441
homeless,0,2145,2844,0.000200441
Youth,0,2145,2844,0.000200441
domestic,0,2145,2844,0.000200441
violence,0,2145,2844,0.000200441
newbi,0,2145,2844,0.000200441
river,0,2145,2844,0.000200441
waste,0,2145,2844,0.000200441
will,0,2145,2844,0.000200441
hail,0,2145,2844,0.000200441
encounter,0,2145,2844,0.000200441
agenda,1,2145,2844,0.000400882
funniest,0,2145,2844,0.000200441
sushi,0,2145,2844,0.000200441
lawyer,0,2145,2844,0.000200441
police,0,2145,2844,0.000200441
okay,1,2145,2844,0.000400882
feedback,0,2145,2844,0.000200441
settlement,0,2145,2844,0.000200441
plaintiff,0,2145,2844,0.000200441
role,0,2145,2844,0.000200441
insolvency,0,2145,2844,0.000200441
reconnaissance,0,2145,2844,0.000200441
caution,0,2145,2844,0.000200441
cyanogen,0,2145,2844,0.000200441
deep,0,2145,2844,0.000200441
participate,0,2145,2844,0.000200441
certification,0,2145,2844,0.000200441
spanish,0,2145,2844,0.000200441
medical,0,2145,2844,0.000200441
buffalo,0,2145,2844,0.000200441
pavilion,0,2145,2844,0.000200441
claw,0,2145,2844,0.000200441
relevance,0,2145,2844,0.000200441
rich,0,2145,2844,0.000200441
excel,0,2145,2844,0.000200441
productive,0,2145,2844,0.000200441
communication,0,2145,2844,0.000200441
underrate,0,2145,2844,0.000200441
dish,0,2145,2844,0.000200441
handset,0,2145,2844,0.000200441
explorer,0,2145,2844,0.000200441
eate,0,2145,2844,0.000200441
priceless,0,2145,2844,0.000200441
vancouver,0,2145,2844,0.000200441
evangelist,0,2145,2844,0.000200441
cash,0,2145,2844,0.000200441
coast,0,2145,2844,0.000200441
portland,0,2145,2844,0.000200441
safe,0,2145,2844,0.000200441
safety,0,2145,2844,0.000200441
technologi,0,2145,2844,0.000200441
encourage,0,2145,2844,0.000200441
career,0,2145,2844,0.000200441
enjoy,1,2145,2844,0.000400882
compell,0,2145,2844,0.000200441
self-service,0,2145,2844,0.000200441
registration,0,2145,2844,0.000200441
curate,0,2145,2844,0.000200441
greenwich,0,2145,2844,0.000200441
later,1,2145,2844,0.000400882
charity,0,2145,2844,0.000200441
philanthropy,0,2145,2844,0.000200441
scientist,0,2145,2844,0.000200441
extent,0,2145,2844,0.000200441
sponsor,0,2145,2844,0.000200441
delegate,0,2145,2844,0.000200441
validate,0,2145,2844,0.000200441
target,0,2145,2844,0.000200441
touchscreen,0,2145,2844,0.000200441
campu,0,2145,2844,0.000200441
mixer,0,2145,2844,0.000200441
science,0,2145,2844,0.000200441
fiction,0,2145,2844,0.000200441
playful,0,2145,2844,0.000200441
faculty,0,2145,2844,0.000200441
pois,0,2145,2844,0.000200441
action,0,2145,2844,0.000200441
contender,0,2145,2844,0.000200441
combine,0,2145,2844,0.000200441
interface,0,2145,2844,0.000200441
became,0,2145,2844,0.000200441
citizenship,0,2145,2844,0.000200441
member,0,2145,2844,0.000200441
border,0,2145,2844,0.000200441
utiliti,0,2145,2844,0.000200441
enterprise,0,2145,2844,0.000200441
scalability,0,2145,2844,0.000200441
unfair,0,2145,2844,0.000200441
assessment,0,2145,2844,0.000200441
sage,0,2145,2844,0.000200441
dynamic,0,2145,2844,0.000200441
opportuniti,0,2145,2844,0.000200441
tour,0,2145,2844,0.000200441
helsinki,0,2145,2844,0.000200441
finland,0,2145,2844,0.000200441
sugar-coate,0,2145,2844,0.000200441
blatant,0,2145,2844,0.000200441
propaganda,0,2145,2844,0.000200441
composite,0,2145,2844,0.000200441
individual,0,2145,2844,0.000200441
technological,0,2145,2844,0.000200441
futuristic,0,2145,2844,0.000200441
desir,0,2145,2844,0.000200441
provid,1,2145,2844,0.000400882
fund,0,2145,2844,0.000200441
sweatshop,0,2145,2844,0.000200441
gate,0,2145,2844,0.000200441
foundation,2,2145,2844,0.000601323
courtesy,0,2145,2844,0.000200441
inspir,0,2145,2844,0.000200441
surface,0,2145,2844,0.000200441
vulnerability,0,2145,2844,0.000200441
framework,0,2145,2844,0.000200441
eclips,0,2145,2844,0.000200441
violate,0,2145,2844,0.000200441
u.,0,2145,2844,0.000200441
law,0,2145,2844,0.000200441
netscape,0,2145,2844,0.000200441
victim,0,2145,2844,0.000200441
racketeer,0,2145,2844,0.000200441
outlaw,0,2145,2844,0.000200441
worker,0,2145,2844,0.000200441
chief,0,2145,2844,0.000200441
mole,0,2145,2844,0.000200441
messy,0,2145,2844,0.000200441
nightmare,0,2145,2844,0.000200441
creepy,0,2145,2844,0.000200441
enrage,0,2145,2844,0.000200441
produce,0,2145,2844,0.000200441
lobby,0,2145,2844,0.000200441
politician,0,2145,2844,0.000200441
acceptable,0,2145,2844,0.000200441
sit,0,2145,2844,0.000200441
compare,0,2145,2844,0.000200441
albatross,0,2145,2844,0.000200441
neck,0,2145,2844,0.000200441
happier,0,2145,2844,0.000200441
comp,0,2145,2844,0.000200441
discussion,0,2145,2844,0.000200441
grab,1,2145,2844,0.000400882
nearly,0,2145,2844,0.000200441
dine,0,2145,2844,0.000200441
lean,0,2145,2844,0.000200441
concept,0,2145,2844,0.000200441
corporation,0,2145,2844,0.000200441
difference,1,2145,2844,0.000400882
kick,0,2145,2844,0.000200441
alongside,0,2145,2844,0.000200441
colour,0,2145,2844,0.000200441
blew,0,2145,2844,0.000200441
water,0,2145,2844,0.000200441
interoperability,0,2145,2844,0.000200441
backward,0,2145,2844,0.000200441
compatibility,0,2145,2844,0.000200441
stephen,0,2145,2844,0.000200441
cesspit,0,2145,2844,0.000200441
extreme,0,2145,2844,0.000200441
avoid,0,2145,2844,0.000200441
negative,1,2145,2844,0.000400882
comment,0,2145,2844,0.000200441
distrust,0,2145,2844,0.000200441
angst,0,2145,2844,0.000200441
fixation,0,2145,2844,0.000200441
wave,0,2145,2844,0.000200441
bye-bye,0,2145,2844,0.000200441
preach,0,2145,2844,0.000200441
value,0,2145,2844,0.000200441
excuse,0,2145,2844,0.000200441
instantly,0,2145,2844,0.000200441
manually,0,2145,2844,0.000200441
unproductive,0,2145,2844,0.000200441
forc,0,2145,2844,0.000200441
enemi,0,2145,2844,0.000200441
pray,1,2145,2844,0.000400882
licens,0,2145,2844,0.000200441
baffle,0,2145,2844,0.000200441
moron,0,2145,2844,0.000200441
arrogance,0,2145,2844,0.000200441
compliment,0,2145,2844,0.000200441
obituari,0,2145,2844,0.000200441
riskiest,0,2145,2844,0.000200441
attribut,0,2145,2844,0.000200441
undergo,0,2145,2844,0.000200441
trial,0,2145,2844,0.000200441
alleg,0,2145,2844,0.000200441
practice,1,2145,2844,0.000400882
conclud,0,2145,2844,0.000200441
march,0,2145,2844,0.000200441
ultimate,1,2145,2844,0.000400882
catastrophe,0,2145,2844,0.000200441
plot,0,2145,2844,0.000200441
loathe,0,2145,2844,0.000200441
unable,2,2145,2844,0.000601323
german,0,2145,2844,0.000200441
federal,0,2145,2844,0.000200441
trojan,0,2145,2844,0.000200441
spy,0,2145,2844,0.000200441
exception,0,2145,2844,0.000200441
slack,0,2145,2844,0.000200441
mandarin,0,2145,2844,0.000200441
studi,0,2145,2844,0.000200441
cisco,0,2145,2844,0.000200441
